ZTime,Time,Lon,Lat,Event,Magnitude,City,County,State,Source,Wfo,Remarks
20160302040000,20160301230000,-80.01,40.43,NON-TSTM WND DMG,-9999.0,MOUNT WASHINGTON,ALLEGHENY,PA,TRAINED SPOTTER,,SIDING ON CHURCH TORN OFF. FENCE BLOWN OVER ON ADJACENT BUSINESS.
20160611232900,20160611192900,-80.03,40.52,TSTM WND GST,50.0,WEST VIEW,ALLEGHENY,PA,COUNTY OFFICIAL,,TREE DOWN ON CORNELL AVE
20160209232800,20160209182800,-80.08,40.34,SNOW,3.0,UPPER SAINT CLAIR,ALLEGHENY,PA,SOCIAL MEDIA,,
20160215233400,20160215183400,-79.98,40.44,FREEZING RAIN,0.0,PITTSBURGH,ALLEGHENY,PA,911 CALL CENTER,,NUMEROUS MINOR VEHICLE CRASHES THROUGH OUT THE COUNTY DUE TO ICE COVERED ROADWAYS.
20160123185000,20160123135000,-80.02,40.53,SNOW,4.0,ROSS TOWNSHIP,ALLEGHENY,PA,SOCIAL MEDIA,,
20160112173600,20160112123600,-79.83,40.53,SNOW,1.0,1 N OAKMONT,ALLEGHENY,PA,COCORAHS,,24 HOUR SNOWFALL.
20161214003000,20161213193000,-79.98,40.44,SNOW,2.0,PITTSBURGH,ALLEGHENY,PA,NWS EMPLOYEE,,SOUTH SIDE
20160829001000,20160828201000,-79.95,40.43,HAIL,1.0,1 NNW GREENFIELD,ALLEGHENY,PA,EMERGENCY MNGR,,
20160216001400,20160215191400,-79.98,40.44,FREEZING RAIN,0.0,PITTSBURGH,ALLEGHENY,PA,911 CALL CENTER,,BEATTY SQUARE AND CENTRE AVE HAS A PEDESTRIAN STRUCK BY A VEHICLE DUE TO ICE ROADS. UNKNOWN INJURY AT THIS TIME.
20160123133500,20160123083500,-79.99,40.3,SNOW,8.0,SOUTH PARK TOWNSHIP,ALLEGHENY,PA,SOCIAL MEDIA,,
20160123133000,20160123083000,-80.02,40.53,SNOW,4.0,ROSS TOWNSHIP,ALLEGHENY,PA,SOCIAL MEDIA,,
20160123154600,20160123104600,-79.84,40.34,SNOW,7.0,MCKEESPORT,ALLEGHENY,PA,SOCIAL MEDIA,,
20160529181700,20160529141700,-79.91,40.4,FLASH FLOOD,-9999.0,HOMESTEAD,ALLEGHENY,PA,EMERGENCY MNGR,,FOREST AVE CLOSED
20160123023000,20160122213000,-79.96,40.52,SNOW,2.0,SHALER TOWNSHIP,ALLEGHENY,PA,SOCIAL MEDIA,,
20161227030300,20161226220300,-79.93,40.35,NON-TSTM WND GST,40.0,1 W WEST MIFFLIN,ALLEGHENY,PA,ASOS,,ASOS STATION ALLEGHENY COUNTY AIRPORT /AGC/.
20160213110600,20160213060600,-79.86,40.39,SNOW,1.0,BRADDOCK,ALLEGHENY,PA,CO-OP OBSERVER,,24 HOUR SNOWFALL. CO-OP OBSERVER
20161212170000,20161212120000,-79.94,40.36,FREEZING RAIN,0.0,1 E BALDWIN,ALLEGHENY,PA,ASOS,,
20160708015100,20160707215100,-79.99,40.36,FLOOD,-9999.0,WHITEHALL,ALLEGHENY,PA,911 CALL CENTER,,ROUTE 51 FLOODED
20161227061000,20161227011000,-79.82,40.35,NON-TSTM WND GST,30.0,1 ENE MCKEESPORT,ALLEGHENY,PA,MESONET,,MESONET STATION 1 ENE MCKEESPORT /E8454/.
20161217101600,20161217051600,-79.94,40.36,FREEZING RAIN,0.0,1 E BALDWIN,ALLEGHENY,PA,ASOS,,4 HOUR ICE ACCUMULATION AT KAGC APT
20161214024600,20161213214600,-80.04,40.43,SNOW,4.0,WESTWOOD,ALLEGHENY,PA,SOCIAL MEDIA,,
20160112205600,20160112155600,-79.98,40.47,SNOW,4.0,2 N PITTSBURGH,ALLEGHENY,PA,TRAINED SPOTTER,,SOUTH SIDE
20160120235300,20160120185300,-79.83,40.48,SNOW,1.0,PENN HILLS,ALLEGHENY,PA,SOCIAL MEDIA,,
20160123181100,20160123131100,-80.04,40.32,SNOW,8.0,BETHEL PARK,ALLEGHENY,PA,SOCIAL MEDIA,,
20160123000000,20160122190000,-80.08,40.34,SNOW,1.0,UPPER ST. CLAIR,ALLEGHENY,PA,SOCIAL MEDIA,,
20161214030600,20161213220600,-79.87,40.34,SNOW,4.0,PORT VUE,ALLEGHENY,PA,EMERGENCY MNGR,,
20160210132000,20160210082000,-79.91,40.5,SNOW,2.0,ASPINWALL,ALLEGHENY,PA,TRAINED SPOTTER,,
20160301234500,20160301184500,-79.93,40.35,NON-TSTM WND GST,54.0,ALLEGHENY COUNTY AIRPOR,ALLEGHENY,PA,ASOS,,
20160210030800,20160209220800,-79.96,40.52,SNOW,3.0,SHALER TOWNSHIP,ALLEGHENY,PA,SOCIAL MEDIA,,
20160725201000,20160725161000,-80.04,40.32,TSTM WND DMG,-9999.0,BETHEL PARK,ALLEGHENY,PA,PUBLIC,,MULTIPLE TREES AND WIRES DOWN IN BETHEL PARK.
20160123154000,20160123104000,-79.96,40.52,SNOW,3.0,SHALER TOWNSHIP,ALLEGHENY,PA,SOCIAL MEDIA,,
20160123140700,20160123090700,-80.08,40.34,SNOW,6.0,UPPER ST. CLAIR,ALLEGHENY,PA,SOCIAL MEDIA,,
20160301234000,20160301184000,-80.03,40.31,NON-TSTM WND GST,44.0,1 SSE BETHEL PARK,ALLEGHENY,PA,MESONET,,
20160121132900,20160121082900,-80.01,40.43,SNOW,1.0,MOUNT WASHINGTON,ALLEGHENY,PA,TRAINED SPOTTER,,
20160112220000,20160112170000,-79.98,40.44,SNOW,5.0,PITTSBURGH,ALLEGHENY,PA,PUBLIC,,BLOOMFIELD
20160121030000,20160120220000,-80.09,40.41,SNOW,1.0,1 WNW CARNEGIE,ALLEGHENY,PA,NWS EMPLOYEE,,
20161217131500,20161217081500,-79.87,40.44,FREEZING RAIN,0.0,WILKINSBURG,ALLEGHENY,PA,SOCIAL MEDIA,,TREE BRANCHES DOWN. POWER OUT.
20161213214700,20161213164700,-79.98,40.44,SNOW,1.0,PITTSBURGH,ALLEGHENY,PA,NWS EMPLOYEE,,SOUTH SIDE
20160123175600,20160123125600,-80.05,40.37,SNOW,8.0,MOUNT LEBANON,ALLEGHENY,PA,TRAINED SPOTTER,,
20160403004900,20160402204900,-79.93,40.35,NON-TSTM WND GST,41.0,ALLEGHENY COUNTY AIRPOR,ALLEGHENY,PA,ASOS,,
20161217112100,20161217062100,-79.98,40.44,FREEZING RAIN,0.0,PITTSBURGH,ALLEGHENY,PA,TRAINED SPOTTER,,ICE ON TREES AND POWERLINES ON MT. WASHINGTON
20160715011000,20160714211000,-80.02,40.53,TSTM WND DMG,-9999.0,ROSS TOWNSHIP,ALLEGHENY,PA,911 CALL CENTER,,TREE DOWN
20160328115700,20160328075700,-79.93,40.35,NON-TSTM WND GST,44.0,ALLEGHENY COUNTY AIRPOR,ALLEGHENY,PA,ASOS,,
20160110171600,20160110121600,-80.04,40.44,NON-TSTM WND DMG,-9999.0,WEST END,ALLEGHENY,PA,EMERGENCY MNGR,,TREES BLOCKING 700 BLOCK OF NOBLESTOWN ROAD.
20160123035400,20160122225400,-79.98,40.44,SNOW,3.0,PITTSBURGH,ALLEGHENY,PA,SOCIAL MEDIA,,
20160616211700,20160616171700,-79.98,40.46,TSTM WND DMG,-9999.0,1 N PITTSBURGH,ALLEGHENY,PA,911 CALL CENTER,,TREE DOWN ON WIRES ON SPRING GARDEN AVE.
20160211110000,20160211060000,-79.81,40.54,SNOW,2.0,CW BILL YOUNG DAM,ALLEGHENY,PA,CO-OP OBSERVER,,24 HOUR SNOWFALL. CO-OP OBSERVER
20160715010000,20160714210000,-80.03,40.52,TSTM WND DMG,-9999.0,WEST VIEW,ALLEGHENY,PA,911 CALL CENTER,,TREE DOWN
20160123144500,20160123094500,-79.98,40.5,SNOW,4.0,4 N PITTSBURGH,ALLEGHENY,PA,SOCIAL MEDIA,,
20160123183900,20160123133900,-79.93,40.48,SNOW,5.0,MORNINGSIDE,ALLEGHENY,PA,TRAINED SPOTTER,,
20160216000600,20160215190600,-79.98,40.44,FREEZING RAIN,0.0,PITTSBURGH,ALLEGHENY,PA,911 CALL CENTER,,WALKERS MILL ROAD/HILLTOP ROAD IN COLLIER TOWNSHIP HAS A VEHICLE ROLLED OVER. DRIVER PINNED IN THE VEHICLE
20160529184900,20160529144900,-79.94,40.35,FLASH FLOOD,-9999.0,1 E MIFFLIN JUNCTION,ALLEGHENY,PA,EMERGENCY MNGR,,LEBANON-CHURCH RD AT CLAIRTON RD CLOSED DUE TO FLOODING
20160409173600,20160409133600,-79.93,40.35,NON-TSTM WND GST,45.0,ALLEGHENY COUNTY AIRPOR,ALLEGHENY,PA,ASOS,,
20160616213600,20160616173600,-79.91,40.42,TSTM WND DMG,-9999.0,SWISSHELM PARK,ALLEGHENY,PA,SOCIAL MEDIA,,TREES AND BRANCHES DOWN ON BLACKHAWK RD AND WIGHTMAN RD
20160123173000,20160123123000,-79.89,40.3,SNOW,8.0,1 N CLAIRTON,ALLEGHENY,PA,PUBLIC,,
20161213204400,20161213154400,-80.09,40.33,SNOW,2.0,2 NE LAWRENCE,ALLEGHENY,PA,PUBLIC,,
20160123083000,20160123033000,-80.04,40.32,SNOW,6.0,BETHEL PARK,ALLEGHENY,PA,SOCIAL MEDIA,,
20161214031700,20161213221700,-79.96,40.52,SNOW,3.0,SHALER TOWNSHIP,ALLEGHENY,PA,SOCIAL MEDIA,,
20160616211700,20160616171700,-79.98,40.46,TSTM WND DMG,-9999.0,STRIP DISTRICT,ALLEGHENY,PA,911 CALL CENTER,,TREE DOWN ON WIRES ON SPRING GARDEN AVE
20160123010500,20160122200500,-79.96,40.33,SNOW,2.0,PLEASANT HILLS,ALLEGHENY,PA,TRAINED SPOTTER,,
20160502091500,20160502051500,-80.06,40.49,HAIL,1.0,BELLEVUE,ALLEGHENY,PA,SOCIAL MEDIA,,
20160110175500,20160110125500,-79.82,40.35,NON-TSTM WND GST,35.0,1 ENE MCKEESPORT,ALLEGHENY,PA,MESONET,,MESONET STATION 1 ENE MCKEESPORT /E8454/
20160112182500,20160112132500,-80.02,40.53,SNOW,4.0,ROSS TOWNSHIP,ALLEGHENY,PA,PUBLIC,,
20160328173500,20160328133500,-79.96,40.46,NON-TSTM WND GST,40.0,1 SE MILLVALE,ALLEGHENY,PA,MESONET,,
20160123164100,20160123114100,-80.08,40.39,SNOW,6.0,SCOTT TOWNSHIP,ALLEGHENY,PA,PUBLIC,,24 HOUR SNOWFALL.
20160110182200,20160110132200,-80.01,40.43,NON-TSTM WND DMG,-9999.0,MOUNT WASHINGTON,ALLEGHENY,PA,EMERGENCY MNGR,,TREE DOWN ON A CAR AT HALLOCK ST
20161213203000,20161213153000,-80.01,40.43,SNOW,2.0,MOUNT WASHINGTON,ALLEGHENY,PA,SOCIAL MEDIA,,
20160123203000,20160123153000,-79.83,40.48,SNOW,6.0,PENN HILLS,ALLEGHENY,PA,PUBLIC,,
20160403064600,20160403024600,-79.96,40.46,NON-TSTM WND GST,40.0,1 SE MILLVALE,ALLEGHENY,PA,MESONET,,
20161211203800,20161211153800,-80.02,40.41,SNOW,1.0,BEECHVIEW,ALLEGHENY,PA,SOCIAL MEDIA,,
20160112145700,20160112095700,-80.02,40.53,SNOW,2.0,ROSS TOWNSHIP,ALLEGHENY,PA,PUBLIC,,
20160110175000,20160110125000,-80.03,40.31,NON-TSTM WND GST,36.0,1 SSE BETHEL PARK,ALLEGHENY,PA,MESONET,,MESONET STATION 1 SSE BETHEL PARK /E3444/
20160816224000,20160816184000,-80.09,40.41,TSTM WND DMG,-9999.0,CARNEGIE,ALLEGHENY,PA,911 CALL CENTER,,TREE DOWN ON ROAD
20160209180000,20160209130000,-80.1,40.41,SNOW,3.0,1 WNW CARNEGIE,ALLEGHENY,PA,COCORAHS,,24 HOUR SNOWFALL.
20161230135000,20161230085000,-80.09,40.39,SNOW,2.0,HEIDELBERG,ALLEGHENY,PA,SOCIAL MEDIA,,
20160708015500,20160707215500,-80.05,40.37,FLOOD,-9999.0,MOUNT LEBANON,ALLEGHENY,PA,911 CALL CENTER,,WASHINGTON ROAD AND CEDAR BLVD FLOODED
20160123123000,20160123073000,-79.9,40.5,SNOW,4.0,O'HARA TOWNSHIP,ALLEGHENY,PA,SOCIAL MEDIA,,
20160403061200,20160403021200,-79.98,40.4,NON-TSTM WND GST,40.0,MOUNT OLIVER,ALLEGHENY,PA,MESONET,,
